"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"573" "HACL1" "ENST00000321169" "1" "2072" "RAF1" "ENST00000251849" "1275" "3620"
"574" "BCR" "ENST00000305877" "1" "2819" "ABL1" "ENST00000318560" "461" "5766"
"575" "BCR" "ENST00000305877" "1" "2866" "ABL1" "ENST00000318560" "461" "5766"
"576" "BCR" "ENST00000305877" "1" "3410" "ABL1" "ENST00000318560" "461" "5766"
"577" "BCR" "ENST00000305877" "1" "3533" "ABL1" "ENST00000318560" "635" "5766"
"578" "NAB2" "ENST00000300131" "1" "1335" "STAT6" "ENST00000300134" "805" "4034"
"579" "BCR" "ENST00000305877" "1" "2672" "ABL1" "ENST00000318560" "461" "5766"
"580" "BCR" "ENST00000305877" "1" "2030" "ABL1" "ENST00000318560" "635" "5766"
"581" "BCR" "ENST00000305877" "1" "2030" "ABL1" "ENST00000318560" "461" "5766"
"582" "BCR" "ENST00000305877" "1" "3458" "ABL1" "ENST00000318560" "635" "5766"
"583" "BCR" "ENST00000305877" "1" "4073" "ABL1" "ENST00000318560" "416" "5766"
"584" "BCR" "ENST00000305877" "1" "4073" "ABL1" "ENST00000318560" "1" "5766"
"585" "BCR" "ENST00000305877" "1" "3933" "ABL1" "ENST00000318560" "461" "5766"
"586" "BCR" "ENST00000305877" "1" "3619" "ABL1" "ENST00000318560" "461" "5766"
"587" "BCR" "ENST00000305877" "1" "3631" "ABL1" "ENST00000318560" "461" "5766"
"588" "KMT2A" "NM_005933.1" "1" "4086" "AFF3" "ENST00000409579" "1230" "4342"
"589" "KMT2A" "NM_005933.1" "1" "4012" "AFF3" "ENST00000409579" "1230" "4342"
"590" "KMT2A" "NM_005933.1" "1" "4086" "MLLT1" "ENST00000252674" "711" "4507"
"591" "KMT2A" "NM_005933.1" "1" "4218" "AFF4" "ENST00000265343" "1431" "9552"
"592" "KMT2A" "NM_005933.1" "1" "4218" "FOXO3" "ENST00000343882" "926" "7308"
"593" "KMT2A" "NM_005933.1" "1" "4086" "AFF1" "ENST00000307808" "1933" "9390"
"594" "KMT2A" "NM_005933.1" "1" "4086" "AFF1" "ENST00000307808" "1591" "9390"
"595" "KMT2A" "NM_005933.1" "1" "4218" "MLLT1" "ENST00000252674" "177" "4507"
"596" "KMT2A" "NM_005933.1" "1" "4332" "MLLT1" "ENST00000252674" "177" "4507"
"597" "KMT2A" "NM_005933.1" "1" "4086" "MLLT4" "ENST00000392108" "248" "6812"
"598" "KMT2A" "NM_005933.1" "1" "3634" "MLLT10" "ENST00000377072" "2096" "5126"
"599" "KMT2A" "NM_005933.1" "1" "5952" "MLLT4" "ENST00000392108" "248" "6812"
"600" "KMT2A" "NM_005933.1" "1" "5655" "MLLT4" "ENST00000392108" "248" "6812"
"601" "KMT2A" "NM_005933.1" "1" "4218" "ARHGAP26" "ENST00000274498" "2077" "6862"
"602" "KMT2A" "NM_005933.1" "1" "4332" "FOXO3" "ENST00000343882" "926" "7308"
"603" "KMT2A" "NM_005933.1" "1" "4086" "PDS5A" "ENST00000303538" "2311" "7176"
"604" "KMT2A" "NM_005933.1" "1" "4218" "SORBS2" "ENST00000284776" "3595" "5996"
"605" "KMT2A" "NM_005933.1" "1" "4332" "LPP" "ENST00000312675" "1657" "18278"
"606" "LPP" "ENST00000312675" "1" "1656" "KMT2A" "NM_005933.1" "4333" "11910"
"607" "KMT2A" "NM_005933.1" "1" "4332" "SEPT6" "ENST00000343984" "296" "2693"
"608" "KMT2A" "NM_005933.1" "1" "4218" "SEPT6" "ENST00000343984" "296" "2693"
"609" "KMT2A" "NM_005933.1" "1" "4332" "MLLT3" "ENST00000380338" "1413" "6772"
"610" "KMT2A" "NM_005933.1" "1" "4218" "MLLT3" "ENST00000380338" "1413" "6772"
"611" "KMT2A" "NM_005933.1" "1" "4086" "AFF4" "ENST00000265343" "1344" "9552"
"612" "KMT2A" "NM_005933.1" "1" "4086" "MLLT11" "ENST00000368921" "2797" "4075"
"613" "KMT2A" "NM_005933.1" "1" "4086" "NCKIPSD" "ENST00000294129" "292" "2989"
"614" "KMT2A" "NM_005933.1" "1" "4218" "KIAA1524" "ENST00000295746" "2091" "4075"
"615" "KMT2A" "NM_005933.1" "1" "4086" "ABI2" "ENST00000261017" "698" "6484"
"616" "KMT2A" "NM_005933.1" "1" "4012" "ABI2" "ENST00000261017" "698" "6484"
"617" "KMT2A" "NM_005933.1" "1" "4012" "ABI2" "ENST00000261017" "796" "6484"
"618" "KMT2A" "NM_005933.1" "1" "4218" "SEPT5" "ENST00000455784" "180" "2070"
"619" "KMT2A" "NM_005933.1" "1" "4086" "ARHGEF12" "ENST00000397843" "1091" "9660"
"620" "KMT2A" "NM_005933.1" "1" "4086" "SARNP" "ENST00000336133" "92" "926"
"621" "KMT2A" "NM_005933.1" "1" "4218" "GPHN" "ENST00000478722" "2085" "4297"
"622" "KMT2A" "NM_005933.1" "1" "4332" "GPHN" "ENST00000478722" "2085" "4297"
"623" "KMT2A" "NM_005933.1" "1" "4086" "DAB2IP" "ENST00000309989" "292" "3500"
"624" "KMT2A" "NM_005933.1" "1" "4218" "ABI1" "ENST00000376142" "358" "3576"
"625" "KMT2A" "NM_005933.1" "1" "4086" "ABI1" "ENST00000376142" "358" "3576"
"626" "ABI1" "ENST00000376142" "1" "357" "KMT2A" "NM_005933.1" "4087" "11910"
"627" "KMT2A" "NM_005933.1" "1" "4086" "CASC5" "ENST00000346991" "5845" "9573"
"628" "KMT2A" "NM_005933.1" "1" "4004" "ZFYVE19" "ENST00000355341" "939" "2775"
"629" "KMT2A" "NM_005933.1" "1" "4332" "CREBBP" "ENST00000262367" "1609" "10803"
"630" "KMT2A" "NM_005933.1" "1" "4218" "CREBBP" "ENST00000262367" "1609" "10803"
"631" "CREBBP" "ENST00000262367" "1" "1608" "KMT2A" "NM_005933.1" "4333" "11910"
"632" "KMT2A" "NM_005933.1" "1" "4086" "CBL" "ENST00000264033" "1808" "11465"
"633" "KMT2A" "NM_005933.1" "1" "4086" "MLLT6" "ENST00000325718" "911" "7578"
"634" "KMT2A" "NM_005933.1" "1" "4218" "MYO1F" "ENST00000338257" "272" "4303"
"635" "KMT2A" "NM_005933.1" "1" "4218" "LASP1" "ENST00000318008" "944" "4109"
"636" "LASP1" "ENST00000318008" "1" "943" "KMT2A" "NM_005933.1" "4219" "11910"
"637" "KMT2A" "NM_005933.1" "1" "4218" "GAS7" "ENST00000432992" "345" "4970"
"638" "KMT2A" "NM_005933.1" "1" "4332" "GAS7" "ENST00000432992" "345" "4970"
"639" "KMT2A" "NM_005933.1" "1" "4218" "TOP3A" "ENST00000321105" "171" "4056"
"640" "KMT2A" "NM_005933.1" "1" "4086" "TET1" "ENST00000373644" "5034" "9288"
"641" "KMT2A" "NM_005933.1" "1" "4012" "TET1" "ENST00000373644" "5124" "9288"
"642" "KMT2A" "NM_005933.1" "1" "4086" "MAPRE1" "ENST00000375571" "737" "2623"
"643" "MAPRE1" "ENST00000375571" "1" "736" "KMT2A" "NM_005933.1" "4087" "11910"
"644" "KMT2A" "NM_005933.1" "1" "4332" "EP300" "ENST00000263253" "4037" "9585"
"645" "KMT2A" "NM_005933.1" "1" "4218" "EP300" "ENST00000263253" "4037" "9585"
"646" "KMT2A" "NM_005933.1" "1" "4479" "EP300" "ENST00000263253" "4037" "9585"
"647" "KMT2A" "NM_005933.1" "1" "4332" "EP300" "ENST00000263253" "3461" "9585"
"648" "KMT2A" "NM_005933.1" "1" "4218" "EP300" "ENST00000263253" "3461" "9585"
"649" "KMT2A" "NM_005933.1" "1" "4086" "SH3GL1" "ENST00000269886" "225" "2516"
"650" "KMT2A" "NM_005933.1" "1" "4086" "SEPT6" "ENST00000343984" "296" "2693"
"651" "KMT2A" "NM_005933.1" "1" "4012" "SEPT6" "ENST00000343984" "296" "2693"
"652" "KMT2A" "NM_005933.1" "1" "4479" "SEPT6" "ENST00000343984" "296" "2693"
"653" "KMT2A" "NM_005933.1" "1" "4012" "SEPT9" "ENST00000427177" "203" "3821"
"654" "KMT2A" "NM_005933.1" "1" "3634" "SEPT9" "ENST00000427177" "146" "3821"
"655" "KMT2A" "NM_005933.1" "1" "4086" "SEPT9" "ENST00000427177" "203" "3821"
"656" "KMT2A" "NM_005933.1" "1" "4086" "ARHGAP26" "ENST00000274498" "1486" "6862"
"657" "KMT2A" "NM_005933.1" "1" "4012" "MLLT6" "ENST00000325718" "1743" "7578"
"658" "KMT2A" "NM_005933.1" "1" "4254" "CASC5" "ENST00000346991" "5713" "9573"
"659" "KMT2A" "NM_005933.1" "1" "4086" "AFF1" "ENST00000307808" "1504" "9390"
"660" "KMT2A" "NM_005933.1" "1" "4218" "AFF1" "ENST00000307808" "1459" "9390"
"661" "KMT2A" "NM_005933.1" "1" "4332" "AFF1" "ENST00000307808" "1459" "9390"
"662" "KMT2A" "NM_005933.1" "1" "3891" "AFF1" "ENST00000307808" "1459" "9390"
"663" "KMT2A" "NM_005933.1" "1" "4012" "AFF1" "ENST00000307808" "1459" "9390"
"664" "KMT2A" "NM_005933.1" "1" "4012" "AFF1" "ENST00000307808" "1591" "9390"
"665" "KMT2A" "NM_005933.1" "1" "3937" "AFF1" "ENST00000307808" "1591" "9390"
"666" "KMT2A" "NM_005933.1" "1" "3931" "AFF1" "ENST00000307808" "1553" "9390"
"667" "KMT2A" "NM_005933.1" "1" "4012" "AFF1" "ENST00000307808" "1504" "9390"
"668" "KMT2A" "NM_005933.1" "1" "4086" "AFF1" "ENST00000307808" "1459" "9390"
"669" "KMT2A" "NM_005933.1" "1" "4086" "MLLT1" "ENST00000252674" "1275" "4507"
"670" "KMT2A" "NM_005933.1" "1" "4218" "PICALM" "ENST00000393346" "915" "2340"
"671" "KMT2A" "NM_005933.1" "1" "4218" "SEPT2" "ENST00000360051" "450" "3613"
"672" "KMT2A" "NM_005933.1" "1" "4086" "SEPT2" "ENST00000360051" "450" "3613"
"673" "KMT2A" "NM_005933.1" "1" "4218" "MLLT11" "ENST00000368921" "2797" "4075"
"674" "KMT2A" "NM_005933.1" "1" "4012" "MLLT3" "ENST00000380338" "1489" "6772"
"675" "KMT2A" "NM_005933.1" "1" "4218" "ELL" "ENST00000262809" "208" "4027"
"676" "KMT2A" "NM_005933.1" "1" "4218" "ELL" "ENST00000262809" "256" "4027"
"677" "KMT2A" "NM_005933.1" "1" "4332" "ELL" "ENST00000262809" "208" "4027"
"678" "KMT2A" "NM_005933.1" "1" "4479" "ELL" "ENST00000262809" "208" "4027"
"679" "KMT2A" "NM_005933.1" "1" "4086" "EPS15" "ENST00000371733" "131" "5225"
"680" "EPS15" "ENST00000371733" "1" "130" "KMT2A" "NM_005933.1" "4087" "11910"
"681" "KMT2A" "NM_005933.1" "1" "4086" "EPS15" "ENST00000371733" "749" "5225"
"682" "EPS15" "ENST00000371733" "1" "748" "KMT2A" "NM_005933.1" "4219" "11910"
"683" "KMT2A" "NM_005933.1" "1" "4332" "EPS15" "ENST00000371733" "1052" "5225"
"684" "KMT2A" "NM_005933.1" "1" "4218" "MLLT4" "ENST00000392108" "248" "6812"
"685" "KMT2A" "NM_005933.1" "1" "4012" "MLLT4" "ENST00000392108" "248" "6812"
"686" "KMT2A" "NM_005933.1" "1" "4332" "MLLT1" "ENST00000252674" "1275" "4507"
"687" "KMT2A" "NM_005933.1" "1" "4086" "MLLT1" "ENST00000252674" "441" "4507"
"688" "KMT2A" "NM_005933.1" "1" "4218" "MLLT1" "ENST00000252674" "711" "4507"
"689" "KMT2A" "NM_005933.1" "1" "4332" "MLLT1" "ENST00000252674" "711" "4507"
"690" "KMT2A" "NM_005933.1" "1" "4218" "AFF1" "ENST00000307808" "1504" "9390"
"691" "KMT2A" "NM_005933.1" "1" "4086" "ACTN4" "ENST00000252699" "239" "4963"
"692" "ACTN4" "ENST00000252699" "1" "238" "KMT2A" "NM_005933.1" "4087" "11910"
"693" "KMT2A" "NM_005933.1" "1" "4218" "AFF3" "ENST00000409579" "1230" "4342"
"694" "KMT2A" "NM_005933.1" "1" "4086" "MLLT10" "ENST00000377072" "2275" "5126"
"695" "KMT2A" "NM_005933.1" "1" "4012" "MLLT10" "ENST00000377072" "1048" "5126"
"696" "KMT2A" "NM_005933.1" "1" "4012" "MLLT10" "ENST00000377072" "2096" "5126"
"697" "KMT2A" "NM_005933.1" "1" "4086" "MLLT10" "ENST00000377072" "1048" "5126"
"698" "KMT2A" "NM_005933.1" "1" "4086" "MLLT10" "ENST00000377072" "1144" "5126"
"699" "KMT2A" "NM_005933.1" "1" "4086" "MLLT10" "ENST00000377072" "952" "5126"
"700" "KMT2A" "NM_005933.1" "1" "4218" "MLLT10" "ENST00000377072" "1048" "5126"
"701" "KMT2A" "NM_005933.1" "1" "4332" "MLLT10" "ENST00000377072" "1048" "5126"
"702" "KMT2A" "NM_005933.1" "1" "4124" "BTBD18" "ENST00000422652" "583" "3044"
"703" "KMT2A" "NM_005933.1" "1" "4086" "KIAA0284" "ENST00000414716" "562" "6705"
"704" "KMT2A" "NM_005933.1" "1" "4086" "KIAA0284" "ENST00000414716" "424" "6705"
"705" "KMT2A" "NM_005933.1" "1" "4086" "CT45A2" "ENST00000612907" "240" "1008"
"706" "KMT2A" "NM_005933.1" "1" "4012" "CT45A2" "ENST00000612907" "240" "1008"
"707" "KMT2A" "NM_005933.1" "1" "4332" "AFF1" "ENST00000307808" "1504" "9390"
"708" "AFF1" "ENST00000307808" "1" "1503" "KMT2A" "NM_005933.1" "4087" "11910"
"709" "KMT2A" "NM_005933.1" "1" "4218" "MLLT1" "ENST00000252674" "441" "4507"
"710" "MLLT1" "ENST00000252674" "1" "440" "KMT2A" "NM_005933.1" "4333" "11910"
"711" "KMT2A" "NM_005933.1" "1" "4086" "MLLT3" "ENST00000380338" "1719" "6772"
"712" "KMT2A" "NM_005933.1" "1" "4086" "MLLT3" "ENST00000380338" "1791" "6772"
"713" "KMT2A" "NM_005933.1" "1" "4086" "MLLT3" "ENST00000380338" "1413" "6772"
"714" "KMT2A" "NM_005933.1" "1" "4332" "MLLT3" "ENST00000380338" "708" "6772"
"715" "KMT2A" "NM_005933.1" "1" "4218" "MLLT3" "ENST00000380338" "708" "6772"
"716" "KMT2A" "NM_005933.1" "1" "4332" "AFF1" "ENST00000307808" "1591" "9390"
"717" "KMT2A" "NM_005933.1" "1" "4086" "CREBBP" "ENST00000262367" "1609" "10803"
"718" "CREBBP" "ENST00000262367" "1" "1608" "KMT2A" "NM_005933.1" "4087" "11910"
"719" "KMT2A" "NM_005933.1" "1" "4086" "CREBBP" "ENST00000262367" "3871" "10803"
"720" "TCF3" "ENST00000262965" "1" "1931" "PBX1" "ENST00000420696" "890" "6636"
"721" "RGS22" "ENST00000360863" "1" "3555" "SYCP1" "ENST00000369518" "2100" "3452"
"722" "PLXND1" "ENST00000324093" "1" "2864" "TMCC1" "ENST00000393238" "918" "5992"
"723" "AGPAT5" "ENST00000285518" "1" "898" "MCPH1" "ENST00000344683" "2529" "3158"
"724" "CTAGE5" "ENST00000280083" "1" "2145" "GEMIN2" "ENST00000308317" "887" "1420"
"725" "PLXND1" "ENST00000324093" "1" "3016" "TMCC1" "ENST00000393238" "918" "5992"
"726" "SUSD1" "ENST00000374270" "1" "1059" "PTBP3" "ENST00000374255" "157" "3413"
"727" "ERO1L" "ENST00000395686" "1" "658" "FERMT2" "ENST00000395631" "744" "3369"
"728" "EIF3K" "ENST00000248342" "1" "686" "CYP39A1" "ENST00000275016" "518" "2176"
"729" "PLA2R1" "ENST00000283243" "1" "2802" "RBMS1" "ENST00000392753" "834" "2468"
"730" "NFIA" "ENST00000485903" "1" "740" "EHF" "ENST00000257831" "528" "3150"
"731" "NFIA" "ENST00000485903" "1" "743" "EHF" "ENST00000257831" "528" "3150"
"732" "ATG4C" "ENST00000371120" "1" "1368" "FBXO38" "ENST00000340253" "1433" "4424"
"733" "ARFIP1" "NM_014447.2" "1" "234" "FHDC1" "NM_033393.2" "1105" "6480"
"734" "INTS4" "ENST00000534064" "1" "281" "GAB2" "ENST00000361507" "162" "6092"
"735" "IL6R" "ENST00000368485" "1" "1433" "ATP8B2" "ENST00000368489" "131" "5861"
"736" "RBM14" "ENST00000310137" "1" "1941" "PACS1" "ENST00000320580" "694" "4392"
"737" "GMDS" "ENST00000380815" "1" "372" "PDE8B" "ENST00000264917" "2594" "5956"
"738" "SLC26A6" "ENST00000395550" "1" "1941" "PRKAR2A" "ENST00000265563" "602" "6471"
"739" "MBOAT2" "ENST00000305997" "1" "705" "PRKCE" "ENST00000306156" "1920" "5650"
"740" "ACBD6" "ENST00000367595" "1" "1261" "RRP15" "ENST00000366932" "736" "7771"
"741" "SLC22A1" "ENST00000366963" "1" "986" "CUTA" "ENST00000440279" "915" "1199"
"742" "AKAP9" "ENST00000356239" "1" "3551" "BRAF" "ENST00000288602" "1202" "2480"
"743" "BRAF" "ENST00000288602" "1" "1201" "AKAP9" "ENST00000356239" "3552" "12471"
